Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Bulgaria,Clothes,Offline,C,520777547,8504,109.28,35.84,929317.12,304783.36,624533.76
Asia,Brunei,Fruits,Offline,C,899401175,1649,9.33,6.92,15385.17,11411.08,3974.09
Europe,Vatican City,Household,Online,C,672856652,2091,668.27,502.54,1397352.57,1050811.14,346541.43
Middle East and North Africa,Iraq,Meat,Offline,L,850567805,770,421.89,364.69,324855.3,280811.3,44044
Middle East and North Africa,Jordan,Snacks,Online,L,262270963,661,152.58,97.44,100855.38,64407.84,36447.54
Middle East and North Africa,Bahrain,Cereal,Offline,H,508014953,1769,205.7,117.11,363883.3,207167.59,156715.71
Central America and the Caribbean,Grenada,Fruits,Offline,C,108161103,6129,9.33,6.92,57183.57,42412.68,14770.89
Europe,Kosovo,Office Supplies,Online,L,353383243,2809,651.21,524.96,1829248.89,1474612.64,354636.25
Europe,Croatia,Office Supplies,Offline,L,354667699,2908,651.21,524.96,1893718.68,1526583.68,367135
North America,Greenland,Vegetables,Offline,C,193313300,4556,154.06,90.93,701897.36,414277.08,287620.28
Asia,Thailand,Beverages,Online,M,470931375,7914,47.45,31.79,375519.3,251586.06,123933.24
North America,Canada,Snacks,Offline,M,959445750,173,152.58,97.44,26396.34,16857.12,9539.22
Asia,Nepal,Clothes,Online,C,151092755,559,109.28,35.84,61087.52,20034.56,41052.96
North America,Mexico,Fruits,Online,L,208421218,5325,9.33,6.92,49682.25,36849,12833.25
Europe,Switzerland,Snacks,Online,L,214292466,2758,152.58,97.44,420815.64,268739.52,152076.12
Asia,Bangladesh,Baby Food,Online,L,221880328,8175,255.28,159.42,2086914,1303258.5,783655.5
Australia and Oceania,East Timor,Beverages,Online,H,804671132,8924,47.45,31.79,423443.8,283693.96,139749.84
Central America and the Caribbean,Cuba,Cereal,Online,H,806463706,9387,205.7,117.11,1930905.9,1099311.57,831594.33
Middle East and North Africa,Algeria,Vegetables,Offline,M,491369378,5973,154.06,90.93,920200.38,543124.89,377075.49
Middle East and North Africa,Morocco,Cosmetics,Online,C,193811976,2126,437.2,263.33,929487.2,559839.58,369647.62
Middle East and North Africa,Qatar,Vegetables,Offline,L,768527829,3318,154.06,90.93,511171.08,301705.74,209465.34
Asia,Kyrgyzstan,Beverages,Online,M,440565764,2055,47.45,31.79,97509.75,65328.45,32181.3
Europe,Portugal,Household,Offline,H,655287110,2873,668.27,502.54,1919939.71,1443797.42,476142.29
Central America and the Caribbean,Barbados,Meat,Online,H,228365695,7339,421.89,364.69,3096250.71,2676459.91,419790.8
Europe,Liechtenstein,Baby Food,Online,H,295787847,9052,255.28,159.42,2310794.56,1443069.84,867724.72
Europe,Kosovo,Baby Food,Offline,L,263852393,8641,255.28,159.42,2205874.48,1377548.22,828326.26
Sub-Saharan Africa,Rwanda,Beverages,Offline,M,959170663,8769,47.45,31.79,416089.05,278766.51,137322.54
Europe,Russia,Fruits,Offline,H,578666484,9127,9.33,6.92,85154.91,63158.84,21996.07
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Online,H,539576184,1438,154.06,90.93,221538.28,130757.34,90780.94
Australia and Oceania,Samoa,Household,Offline,L,529448592,4459,668.27,502.54,2979815.93,2240825.86,738990.07
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,L,756145036,8974,154.06,90.93,1382534.44,816005.82,566528.62
Europe,Denmark,Personal Care,Offline,C,597839343,2802,81.73,56.67,229007.46,158789.34,70218.12
Australia and Oceania,Tonga,Office Supplies,Offline,M,853017842,5790,651.21,524.96,3770505.9,3039518.4,730987.5
Middle East and North Africa,Oman,Baby Food,Offline,L,590479362,4820,255.28,159.42,1230449.6,768404.4,462045.2
Europe,Romania,Cosmetics,Offline,M,299335229,8801,437.2,263.33,3847797.2,2317567.33,1530229.87
Central America and the Caribbean,The Bahamas,Clothes,Online,C,539009273,3677,109.28,35.84,401822.56,131783.68,270038.88
Middle East and North Africa,Libya,Personal Care,Online,H,589237821,7420,81.73,56.67,606436.6,420491.4,185945.2
Europe,Vatican City,Vegetables,Offline,L,700069701,5037,154.06,90.93,776000.22,458014.41,317985.81
Europe,Ukraine,Household,Online,H,741866242,3562,668.27,502.54,2380377.74,1790047.48,590330.26
Central America and the Caribbean,Antigua and Barbuda,Cereal,Offline,L,655301272,7064,205.7,117.11,1453064.8,827265.04,625799.76
Australia and Oceania,Fiji,Beverages,Online,C,901361119,1640,47.45,31.79,77818,52135.6,25682.4
Europe,Bulgaria,Snacks,Offline,L,211344611,422,152.58,97.44,64388.76,41119.68,23269.08
Middle East and North Africa,Turkey,Beverages,Online,L,536863076,8569,47.45,31.79,406599.05,272408.51,134190.54
Sub-Saharan Africa,Cote Hello,Personal Care,Online,M,299840342,8275,81.73,56.67,676315.75,468944.25,207371.5
Central America and the Caribbean,Antigua and Barbuda,Clothes,Offline,H,242512738,3763,109.28,35.84,411220.64,134865.92,276354.72
Australia and Oceania,Samoa,Clothes,Online,M,277429091,6288,109.28,35.84,687152.64,225361.92,461790.72
Asia,Sri Lanka,Vegetables,Offline,H,837450730,9136,154.06,90.93,1407492.16,830736.48,576755.68
Europe,San Marino,Personal Care,Offline,H,625751483,2624,81.73,56.67,214459.52,148702.08,65757.44
Europe,Serbia,Fruits,Online,C,665817677,9102,9.33,6.92,84921.66,62985.84,21935.82
Australia and Oceania,Australia,Fruits,Online,M,251448142,7948,9.33,6.92,74154.84,55000.16,19154.68
Europe,Russia,Baby Food,Offline,L,996754205,574,255.28,159.42,146530.72,91507.08,55023.64
Middle East and North Africa,Pakistan,Vegetables,Offline,H,986159694,5423,154.06,90.93,835467.38,493113.39,342353.99
Asia,Turkmenistan,Household,Offline,H,624400937,2968,668.27,502.54,1983425.36,1491538.72,491886.64
Central America and the Caribbean,The Bahamas,Personal Care,Offline,M,386526763,713,81.73,56.67,58273.49,40405.71,17867.78
Sub-Saharan Africa,Gabon,Cosmetics,Online,H,367898499,8196,437.2,263.33,3583291.2,2158252.68,1425038.52
Europe,Germany,Cereal,Online,H,734189975,1984,205.7,117.11,408108.8,232346.24,175762.56
Sub-Saharan Africa,Togo,Cosmetics,Offline,L,371387517,674,437.2,263.33,294672.8,177484.42,117188.38
Europe,Belarus,Beverages,Online,L,935789954,9898,47.45,31.79,469660.1,314657.42,155002.68
Europe,Germany,Cereal,Online,M,104008615,7315,205.7,117.11,1504695.5,856659.65,648035.85
Europe,Belarus,Beverages,Online,H,122967326,7619,47.45,31.79,361521.55,242208.01,119313.54
Middle East and North Africa,Kuwait,Baby Food,Online,C,159902417,7533,255.28,159.42,1923024.24,1200910.86,722113.38
North America,Greenland,Meat,Offline,C,352362716,813,421.89,364.69,342996.57,296492.97,46503.6
Sub-Saharan Africa,Central African Republic,Beverages,Online,C,458209550,3243,47.45,31.79,153880.35,103094.97,50785.38
Europe,Montenegro,Cereal,Offline,M,305616748,7642,205.7,117.11,1571959.4,894954.62,677004.78
Europe,Malta,Office Supplies,Offline,M,243070638,8858,651.21,524.96,5768418.18,4650095.68,1118322.5
Sub-Saharan Africa,Cameroon,Personal Care,Offline,M,689370048,8771,81.73,56.67,716853.83,497052.57,219801.26
Middle East and North Africa,Egypt,Beverages,Offline,H,783626306,1293,47.45,31.79,61352.85,41104.47,20248.38
Middle East and North Africa,Lebanon,Beverages,Offline,C,635263240,7364,47.45,31.79,349421.8,234101.56,115320.24
Australia and Oceania,Tuvalu,Personal Care,Offline,L,874017179,9961,81.73,56.67,814112.53,564489.87,249622.66
Middle East and North Africa,Azerbaijan,Office Supplies,Online,H,399936950,9086,651.21,524.96,5916894.06,4769786.56,1147107.5
Middle East and North Africa,Jordan,Vegetables,Online,C,433383882,6776,154.06,90.93,1043910.56,616141.68,427768.88
Australia and Oceania,Solomon Islands,Meat,Offline,M,465031802,2099,421.89,364.69,885547.11,765484.31,120062.8
Europe,Bulgaria,Clothes,Offline,L,505867040,6153,109.28,35.84,672399.84,220523.52,451876.32
Europe,France,Cosmetics,Online,C,637188422,7069,437.2,263.33,3090566.8,1861479.77,1229087.03
Middle East and North Africa,Algeria,Vegetables,Online,M,560607278,5006,154.06,90.93,771224.36,455195.58,316028.78
Middle East and North Africa,Israel,Cosmetics,Offline,M,948047435,7159,437.2,263.33,3129914.8,1885179.47,1244735.33
Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Offline,C,291745221,2749,437.2,263.33,1201862.8,723894.17,477968.63
Sub-Saharan Africa,Benin,Baby Food,Online,H,754249465,8033,255.28,159.42,2050664.24,1280620.86,770043.38
Europe,San Marino,Cereal,Online,H,518421494,1296,205.7,117.11,266587.2,151774.56,114812.64
Middle East and North Africa,Pakistan,Baby Food,Online,L,537435138,7855,255.28,159.42,2005224.4,1252244.1,752980.3
Sub-Saharan Africa,Mali,Beverages,Online,H,484776723,5060,47.45,31.79,240097,160857.4,79239.6
Europe,United Kingdom,Fruits,Offline,M,104245078,7290,9.33,6.92,68015.7,50446.8,17568.9
Central America and the Caribbean,The Bahamas,Beverages,Offline,H,559951531,956,47.45,31.79,45362.2,30391.24,14970.96
Europe,Spain,Vegetables,Online,C,386319911,9501,154.06,90.93,1463724.06,863925.93,599798.13
Sub-Saharan Africa,Madagascar,Vegetables,Offline,C,438086545,8399,154.06,90.93,1293949.94,763721.07,530228.87
Europe,Cyprus,Baby Food,Online,M,740300261,153,255.28,159.42,39057.84,24391.26,14666.58
Sub-Saharan Africa,Mauritania,Baby Food,Offline,M,938322389,9301,255.28,159.42,2374359.28,1482765.42,891593.86
Europe,Macedonia,Office Supplies,Offline,C,747826755,7410,651.21,524.96,4825466.1,3889953.6,935512.5
Middle East and North Africa,Azerbaijan,Household,Online,M,404799687,8078,668.27,502.54,5398285.06,4059518.12,1338766.94
Europe,Romania,Personal Care,Offline,M,215540015,1935,81.73,56.67,158147.55,109656.45,48491.1
Central America and the Caribbean,Saint Kitts and Nevis,Personal Care,Offline,L,106659066,1643,81.73,56.67,134282.39,93108.81,41173.58
Europe,Kosovo,Vegetables,Offline,C,975080668,6893,154.06,90.93,1061935.58,626780.49,435155.09
Europe,Bosnia and Herzegovina,Baby Food,Online,L,638041150,9410,255.28,159.42,2402184.8,1500142.2,902042.6
Europe,Greece,Cosmetics,Online,C,583089339,7948,437.2,263.33,3474865.6,2092946.84,1381918.76
Europe,Norway,Snacks,Online,M,118086564,3293,152.58,97.44,502445.94,320869.92,181576.02
Sub-Saharan Africa,Mauritius,Office Supplies,Online,L,421206653,3264,651.21,524.96,2125549.44,1713469.44,412080
Central America and the Caribbean,Nicaragua,Clothes,Offline,C,490935933,7707,109.28,35.84,842220.96,276218.88,566002.08
Europe,Malta,Baby Food,Offline,C,296073234,3504,255.28,159.42,894501.12,558607.68,335893.44
Central America and the Caribbean,Saint Lucia,Baby Food,Online,M,325729882,9565,255.28,159.42,2441753.2,1524852.3,916900.9
Asia,Sri Lanka,Clothes,Online,L,239329707,1834,109.28,35.84,200419.52,65730.56,134688.96
North America,Mexico,Beverages,Offline,L,216609036,8282,47.45,31.79,392980.9,263284.78,129696.12
Asia,North Korea,Fruits,Offline,H,507616698,3916,9.33,6.92,36536.28,27098.72,9437.56
Central America and the Caribbean,Nicaragua,Vegetables,Online,L,982714021,5772,154.06,90.93,889234.32,524847.96,364386.36
Sub-Saharan Africa,Botswana,Clothes,Offline,H,682574832,7916,109.28,35.84,865060.48,283709.44,581351.04
Europe,Poland,Snacks,Online,M,968185460,6448,152.58,97.44,983835.84,628293.12,355542.72
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,H,570844733,4497,9.33,6.92,41957.01,31119.24,10837.77
Sub-Saharan Africa,Mauritius,Baby Food,Online,M,542163980,7224,255.28,159.42,1844142.72,1151650.08,692492.64
Sub-Saharan Africa,Zambia,Meat,Online,H,204067027,6823,421.89,364.69,2878555.47,2488279.87,390275.6
Sub-Saharan Africa,Guinea,Clothes,Offline,H,298790204,7516,109.28,35.84,821348.48,269373.44,551975.04
Central America and the Caribbean,Nicaragua,Cereal,Online,M,738882339,558,205.7,117.11,114780.6,65347.38,49433.22
Central America and the Caribbean,Haiti,Cosmetics,Online,M,157204759,9236,437.2,263.33,4037979.2,2432115.88,1605863.32
Middle East and North Africa,Qatar,Fruits,Offline,L,856931293,3867,9.33,6.92,36079.11,26759.64,9319.47
Sub-Saharan Africa,Tanzania,Snacks,Offline,L,261548268,6800,152.58,97.44,1037544,662592,374952
Europe,Kosovo,Baby Food,Offline,M,364854514,7413,255.28,159.42,1892390.64,1181780.46,710610.18
Europe,Luxembourg,Cosmetics,Online,C,980961358,7120,437.2,263.33,3112864,1874909.6,1237954.4
Asia,Japan,Cosmetics,Offline,L,194292628,4361,437.2,263.33,1906629.2,1148382.13,758247.07
Middle East and North Africa,Qatar,Vegetables,Offline,H,209584653,9611,154.06,90.93,1480670.66,873928.23,606742.43
Europe,France,Fruits,Offline,C,601886260,374,9.33,6.92,3489.42,2588.08,901.34
Central America and the Caribbean,Saint Kitts and Nevis,Cosmetics,Online,C,566558778,6187,437.2,263.33,2704956.4,1629222.71,1075733.69
Sub-Saharan Africa,Eritrea,Personal Care,Offline,M,269276034,3617,81.73,56.67,295617.41,204975.39,90642.02
Middle East and North Africa,Jordan,Office Supplies,Offline,L,396024358,1263,651.21,524.96,822478.23,663024.48,159453.75
Sub-Saharan Africa,Togo,Cereal,Offline,C,803102576,4754,205.7,117.11,977897.8,556740.94,421156.86
Sub-Saharan Africa,Burundi,Office Supplies,Online,M,967122018,1752,651.21,524.96,1140919.92,919729.92,221190
Sub-Saharan Africa,Ethiopia,Personal Care,Online,L,435006511,6948,81.73,56.67,567860.04,393743.16,174116.88
Middle East and North Africa,Iran,Vegetables,Online,C,173992383,7067,154.06,90.93,1088742.02,642602.31,446139.71
Europe,Poland,Household,Online,L,321628463,5864,668.27,502.54,3918735.28,2946894.56,971840.72
